current_resource,target_exit,DPP,Latency,mAP
1920000000,1,0.1448999999999856,4.5833333333333333e-08,74
1900000000,1,4.284899999999972,4.631578947368421e-08,71
1930000000,1,4.284899999999972,4.5595854922279794e-08,62
1900000000,1,-20.555099999999946,4.631578947368421e-08,60
2000000000,1,-53.67509999999984,4.4e-08,75
1950000000,1,-24.695099999999933,4.512820512820513e-08,72
1910000000,1,-8.135099999999987,4.607329842931937e-08,72
1900000000,1,4.284899999999972,4.631578947368421e-08,74
1900000000,1,4.284899999999972,4.631578947368421e-08,74
1940000000,1,4.284899999999972,4.536082474226804e-08,78
1950000000,1,4.284899999999972,4.512820512820513e-08,66
1990000000,1,-3.9951000000000008,4.422110552763819e-08,71
1930000000,1,4.284899999999972,4.5595854922279794e-08,76
1990000000,1,4.284899999999972,4.422110552763819e-08,78
1910000000,1,4.284899999999972,4.607329842931937e-08,66
1960000000,1,-3.9951000000000008,4.489795918367347e-08,65
1940000000,1,-16.41509999999996,4.536082474226804e-08,77
1990000000,1,4.284899999999972,4.422110552763819e-08,70
1940000000,1,4.284899999999972,4.536082474226804e-08,71
1900000000,1,4.284899999999972,4.631578947368421e-08,63
1950000000,1,-16.41509999999996,4.512820512820513e-08,65
1930000000,1,-28.83509999999992,4.5595854922279794e-08,66
2000000000,1,-37.11509999999989,4.4e-08,68
1930000000,1,-37.11509999999989,4.5595854922279794e-08,75
1960000000,1,-8.135099999999987,4.489795918367347e-08,68
1930000000,1,-8.135099999999987,4.5595854922279794e-08,77
1910000000,1,4.284899999999972,4.607329842931937e-08,78
1960000000,1,4.284899999999972,4.489795918367347e-08,67
1930000000,1,0.1448999999999856,4.5595854922279794e-08,73
1960000000,1,4.284899999999972,4.489795918367347e-08,61
1990000000,1,-24.695099999999933,4.422110552763819e-08,67
1930000000,1,-28.83509999999992,4.5595854922279794e-08,67
1920000000,1,-32.975099999999905,4.5833333333333333e-08,69
1980000000,1,-28.83509999999992,4.444444444444445e-08,70
1980000000,1,-20.555099999999946,4.444444444444445e-08,74
2000000000,1,4.284899999999972,4.4e-08,62
2000000000,1,-20.555099999999946,4.4e-08,63
1970000000,1,-41.25509999999988,4.467005076142132e-08,74
1940000000,1,-16.41509999999996,4.536082474226804e-08,70
1970000000,1,-8.135099999999987,4.467005076142132e-08,71
1990000000,1,4.284899999999972,4.422110552763819e-08,72
1900000000,1,4.284899999999972,4.631578947368421e-08,65
1930000000,1,-8.135099999999987,4.5595854922279794e-08,76
1910000000,1,4.284899999999972,4.607329842931937e-08,80
1910000000,1,4.284899999999972,4.607329842931937e-08,75
1920000000,1,4.284899999999972,4.5833333333333333e-08,68
1920000000,1,4.284899999999972,4.5833333333333333e-08,65
1920000000,1,-8.135099999999987,4.5833333333333333e-08,76
1940000000,1,4.284899999999972,4.536082474226804e-08,67
1970000000,1,0.1448999999999856,4.467005076142132e-08,75
1940000000,1,4.284899999999972,4.536082474226804e-08,79
2000000000,1,4.284899999999972,4.4e-08,65
1970000000,1,-8.135099999999987,4.467005076142132e-08,71
2000000000,1,4.284899999999972,4.4e-08,73
1990000000,1,4.284899999999972,4.422110552763819e-08,62
1930000000,1,-20.555099999999946,4.5595854922279794e-08,67
1910000000,1,-24.695099999999933,4.607329842931937e-08,73
1950000000,1,-3.9951000000000008,4.512820512820513e-08,77
1990000000,1,4.284899999999972,4.422110552763819e-08,79
1980000000,1,4.284899999999972,4.444444444444445e-08,73
1900000000,1,4.284899999999972,4.631578947368421e-08,76
1920000000,1,4.284899999999972,4.5833333333333333e-08,78
1960000000,1,4.284899999999972,4.489795918367347e-08,66
1910000000,1,-3.9951000000000008,4.607329842931937e-08,75
2000000000,1,4.284899999999972,4.4e-08,79
1900000000,1,4.284899999999972,4.631578947368421e-08,74
1980000000,1,4.284899999999972,4.444444444444445e-08,80
2000000000,1,4.284899999999972,4.4e-08,65
1900000000,1,-8.135099999999987,4.631578947368421e-08,80
1950000000,1,4.284899999999972,4.512820512820513e-08,60
1940000000,1,-28.83509999999992,4.536082474226804e-08,74
2000000000,1,-3.9951000000000008,4.4e-08,65
1910000000,1,-16.41509999999996,4.607329842931937e-08,60
1940000000,1,-49.53509999999985,4.536082474226804e-08,72
1990000000,1,-32.975099999999905,4.422110552763819e-08,61
1910000000,1,-61.95509999999981,4.607329842931937e-08,75
1980000000,1,-32.975099999999905,4.444444444444445e-08,76
1990000000,1,0.1448999999999856,4.422110552763819e-08,71
1900000000,1,4.284899999999972,4.631578947368421e-08,76
1970000000,1,4.284899999999972,4.467005076142132e-08,60
1970000000,1,-28.83509999999992,4.467005076142132e-08,74
2000000000,1,-3.9951000000000008,4.4e-08,64
1900000000,1,-20.555099999999946,4.631578947368421e-08,65
2000000000,1,-32.975099999999905,4.4e-08,61
1900000000,1,-61.95509999999981,4.631578947368421e-08,74
1960000000,1,-37.11509999999989,4.489795918367347e-08,61
1970000000,1,-66.0950999999998,4.467005076142132e-08,68
1980000000,1,-66.0950999999998,4.444444444444445e-08,77
1980000000,1,-28.83509999999992,4.444444444444445e-08,66
1900000000,1,-37.11509999999989,4.631578947368421e-08,73
1960000000,1,-16.41509999999996,4.489795918367347e-08,68
1980000000,1,-16.41509999999996,4.444444444444445e-08,75
1920000000,1,4.284899999999972,4.5833333333333333e-08,65
1970000000,1,-8.135099999999987,4.467005076142132e-08,65
1910000000,1,-20.555099999999946,4.607329842931937e-08,74
1900000000,1,4.284899999999972,4.631578947368421e-08,71
1940000000,1,4.284899999999972,4.536082474226804e-08,76
1920000000,1,4.284899999999972,4.5833333333333333e-08,77
1990000000,1,4.284899999999972,4.422110552763819e-08,80
1950000000,1,4.284899999999972,4.512820512820513e-08,61
1950000000,1,-24.695099999999933,4.512820512820513e-08,61
1960000000,1,-53.67509999999984,4.489795918367347e-08,63
1900000000,1,-74.37509999999978,4.631578947368421e-08,60
1920000000,1,-107.49509999999967,4.5833333333333333e-08,80
1970000000,1,-57.81509999999982,4.467005076142132e-08,68
1910000000,1,-57.81509999999982,4.607329842931937e-08,61
1930000000,1,-86.79509999999974,4.5595854922279794e-08,80
1930000000,1,-37.11509999999989,4.5595854922279794e-08,71
1990000000,1,-24.695099999999933,4.422110552763819e-08,75
1980000000,1,4.284899999999972,4.444444444444445e-08,61
2000000000,1,-24.695099999999933,4.4e-08,70
1990000000,1,-16.41509999999996,4.422110552763819e-08,61
2000000000,1,-45.395099999999864,4.4e-08,61
1940000000,1,-74.37509999999978,4.536082474226804e-08,78
1960000000,1,-32.975099999999905,4.489795918367347e-08,79
1980000000,1,4.284899999999972,4.444444444444445e-08,70
1910000000,1,4.284899999999972,4.607329842931937e-08,63
1950000000,1,-16.41509999999996,4.512820512820513e-08,69
1910000000,1,-12.275099999999973,4.607329842931937e-08,71
1970000000,1,0.1448999999999856,4.467005076142132e-08,79
1980000000,1,4.284899999999972,4.444444444444445e-08,80
1980000000,1,4.284899999999972,4.444444444444445e-08,70
1960000000,1,4.284899999999972,4.489795918367347e-08,68
1980000000,1,4.284899999999972,4.444444444444445e-08,63
1940000000,1,-16.41509999999996,4.536082474226804e-08,77
1910000000,1,4.284899999999972,4.607329842931937e-08,62
1960000000,1,-20.555099999999946,4.489795918367347e-08,60
1930000000,1,-53.67509999999984,4.5595854922279794e-08,80
1960000000,1,-3.9951000000000008,4.489795918367347e-08,72
1970000000,1,4.284899999999972,4.467005076142132e-08,60
1950000000,1,-28.83509999999992,4.512820512820513e-08,65
1960000000,1,-41.25509999999988,4.489795918367347e-08,63
1930000000,1,-61.95509999999981,4.5595854922279794e-08,65
1940000000,1,-74.37509999999978,4.536082474226804e-08,69
1930000000,1,-70.23509999999979,4.5595854922279794e-08,65
1900000000,1,-82.65509999999975,4.631578947368421e-08,62
2000000000,1,-107.49509999999967,4.4e-08,64
1950000000,1,-124.05509999999961,4.512820512820513e-08,63
1920000000,1,-144.75509999999954,4.5833333333333333e-08,63
1970000000,1,-165.45509999999948,4.467005076142132e-08,68
1980000000,1,-165.45509999999948,4.444444444444445e-08,72
1920000000,1,-148.89509999999953,4.5833333333333333e-08,63
1940000000,1,-169.59509999999946,4.536082474226804e-08,74
1930000000,1,-144.75509999999954,4.5595854922279794e-08,67
1960000000,1,-148.89509999999953,4.489795918367347e-08,68
2000000000,1,-148.89509999999953,4.4e-08,78
1900000000,1,-107.49509999999967,4.631578947368421e-08,71
1900000000,1,-95.07509999999971,4.631578947368421e-08,63
1920000000,1,-115.77509999999964,4.5833333333333333e-08,78
1930000000,1,-74.37509999999978,4.5595854922279794e-08,78
2000000000,1,-32.975099999999905,4.4e-08,77
1900000000,1,4.284899999999972,4.631578947368421e-08,61
1920000000,1,-24.695099999999933,4.5833333333333333e-08,78
1990000000,1,4.284899999999972,4.422110552763819e-08,65
1950000000,1,-8.135099999999987,4.512820512820513e-08,72
1910000000,1,4.284899999999972,4.607329842931937e-08,74
1920000000,1,4.284899999999972,4.5833333333333333e-08,64
1920000000,1,-12.275099999999973,4.5833333333333333e-08,74
1910000000,1,4.284899999999972,4.607329842931937e-08,71
1930000000,1,4.284899999999972,4.5595854922279794e-08,69
1910000000,1,4.284899999999972,4.607329842931937e-08,70
1940000000,1,4.284899999999972,4.536082474226804e-08,71
2000000000,1,4.284899999999972,4.4e-08,61
1900000000,1,-24.695099999999933,4.631578947368421e-08,80
1920000000,1,4.284899999999972,4.5833333333333333e-08,67
1950000000,1,0.1448999999999856,4.512820512820513e-08,69
1910000000,1,4.284899999999972,4.607329842931937e-08,69
1920000000,1,4.284899999999972,4.5833333333333333e-08,67
1980000000,1,0.1448999999999856,4.444444444444445e-08,71
1970000000,1,4.284899999999972,4.467005076142132e-08,78
2000000000,1,4.284899999999972,4.4e-08,74
2000000000,1,4.284899999999972,4.4e-08,72
1940000000,1,4.284899999999972,4.536082474226804e-08,70
1970000000,1,4.284899999999972,4.467005076142132e-08,68
1920000000,1,4.284899999999972,4.5833333333333333e-08,61
1940000000,1,-24.695099999999933,4.536082474226804e-08,67
1950000000,1,-28.83509999999992,4.512820512820513e-08,78
1960000000,1,4.284899999999972,4.489795918367347e-08,62
1910000000,1,-20.555099999999946,4.607329842931937e-08,67
1910000000,1,-24.695099999999933,4.607329842931937e-08,80
1950000000,1,4.284899999999972,4.512820512820513e-08,61
1930000000,1,-24.695099999999933,4.5595854922279794e-08,71
1990000000,1,-12.275099999999973,4.422110552763819e-08,61
1990000000,1,-41.25509999999988,4.422110552763819e-08,61
1900000000,1,-70.23509999999979,4.631578947368421e-08,71
1970000000,1,-57.81509999999982,4.467005076142132e-08,76
1900000000,1,-24.695099999999933,4.631578947368421e-08,63
1960000000,1,-45.395099999999864,4.489795918367347e-08,71
1920000000,1,-32.975099999999905,4.5833333333333333e-08,70
1980000000,1,-24.695099999999933,4.444444444444445e-08,60
1930000000,1,-57.81509999999982,4.5595854922279794e-08,68
1980000000,1,-57.81509999999982,4.444444444444445e-08,66
1970000000,1,-66.0950999999998,4.467005076142132e-08,64
1980000000,1,-82.65509999999975,4.444444444444445e-08,69
1950000000,1,-78.51509999999976,4.512820512820513e-08,65
1980000000,1,-90.93509999999972,4.444444444444445e-08,65
1910000000,1,-103.35509999999968,4.607329842931937e-08,75
1920000000,1,-74.37509999999978,4.5833333333333333e-08,63
1950000000,1,-95.07509999999971,4.512820512820513e-08,73
1990000000,1,-74.37509999999978,4.422110552763819e-08,75
1910000000,1,-45.395099999999864,4.607329842931937e-08,71
1910000000,1,-32.975099999999905,4.607329842931937e-08,73
2000000000,1,-12.275099999999973,4.4e-08,66
1940000000,1,-20.555099999999946,4.536082474226804e-08,79
1950000000,1,4.284899999999972,4.512820512820513e-08,62
1940000000,1,-20.555099999999946,4.536082474226804e-08,62
1960000000,1,-45.395099999999864,4.489795918367347e-08,74
1980000000,1,-20.555099999999946,4.444444444444445e-08,79
1990000000,1,4.284899999999972,4.422110552763819e-08,73
1910000000,1,4.284899999999972,4.607329842931937e-08,76
1910000000,1,4.284899999999972,4.607329842931937e-08,60
1950000000,1,-28.83509999999992,4.512820512820513e-08,64
1970000000,1,-45.395099999999864,4.467005076142132e-08,66
1910000000,1,-53.67509999999984,4.607329842931937e-08,69
1960000000,1,-49.53509999999985,4.489795918367347e-08,76
1950000000,1,-16.41509999999996,4.512820512820513e-08,66
1940000000,1,-24.695099999999933,4.536082474226804e-08,72
1910000000,1,-8.135099999999987,4.607329842931937e-08,69
1930000000,1,-3.9951000000000008,4.5595854922279794e-08,73
1910000000,1,4.284899999999972,4.607329842931937e-08,69
1920000000,1,4.284899999999972,4.5833333333333333e-08,69
1980000000,1,4.284899999999972,4.444444444444445e-08,72
1910000000,1,4.284899999999972,4.607329842931937e-08,71
1940000000,1,4.284899999999972,4.536082474226804e-08,68
1950000000,1,4.284899999999972,4.512820512820513e-08,75
1900000000,1,4.284899999999972,4.631578947368421e-08,69
1940000000,1,4.284899999999972,4.536082474226804e-08,62
2000000000,1,-20.555099999999946,4.4e-08,68
1970000000,1,-20.555099999999946,4.467005076142132e-08,65
1970000000,1,-32.975099999999905,4.467005076142132e-08,64
1950000000,1,-49.53509999999985,4.512820512820513e-08,63
1920000000,1,-70.23509999999979,4.5833333333333333e-08,77
1960000000,1,-32.975099999999905,4.489795918367347e-08,67
1950000000,1,-37.11509999999989,4.512820512820513e-08,67
1950000000,1,-41.25509999999988,4.512820512820513e-08,79
1950000000,1,4.284899999999972,4.512820512820513e-08,62
1900000000,1,-20.555099999999946,4.631578947368421e-08,80
1910000000,1,4.284899999999972,4.607329842931937e-08,60
1960000000,1,-28.83509999999992,4.489795918367347e-08,61
1960000000,1,-57.81509999999982,4.489795918367347e-08,69
1930000000,1,-53.67509999999984,4.5595854922279794e-08,65
1930000000,1,-66.0950999999998,4.5595854922279794e-08,75
1900000000,1,-37.11509999999989,4.631578947368421e-08,74
2000000000,1,-12.275099999999973,4.4e-08,70
1940000000,1,-3.9951000000000008,4.536082474226804e-08,66
1920000000,1,-12.275099999999973,4.5833333333333333e-08,64
1990000000,1,-28.83509999999992,4.422110552763819e-08,61
1900000000,1,-57.81509999999982,4.631578947368421e-08,79
1990000000,1,-12.275099999999973,4.422110552763819e-08,71
1900000000,1,0.1448999999999856,4.631578947368421e-08,67
1900000000,1,-3.9951000000000008,4.631578947368421e-08,72
1960000000,1,4.284899999999972,4.489795918367347e-08,75
2000000000,1,4.284899999999972,4.4e-08,68
1970000000,1,4.284899999999972,4.467005076142132e-08,65
1950000000,1,-8.135099999999987,4.512820512820513e-08,74
1900000000,1,4.284899999999972,4.631578947368421e-08,70
1990000000,1,4.284899999999972,4.422110552763819e-08,62
1930000000,1,-20.555099999999946,4.5595854922279794e-08,65
1950000000,1,-32.975099999999905,4.512820512820513e-08,63
1990000000,1,-53.67509999999984,4.422110552763819e-08,66
1910000000,1,-61.95509999999981,4.607329842931937e-08,72
1930000000,1,-45.395099999999864,4.5595854922279794e-08,70
1920000000,1,-37.11509999999989,4.5833333333333333e-08,79
1920000000,1,4.284899999999972,4.5833333333333333e-08,75
1940000000,1,4.284899999999972,4.536082474226804e-08,75
1940000000,1,4.284899999999972,4.536082474226804e-08,75
1960000000,1,4.284899999999972,4.489795918367347e-08,77
2000000000,1,4.284899999999972,4.4e-08,79
1960000000,1,4.284899999999972,4.489795918367347e-08,80
1990000000,1,4.284899999999972,4.422110552763819e-08,64
1980000000,1,-12.275099999999973,4.444444444444445e-08,64
1950000000,1,-28.83509999999992,4.512820512820513e-08,62
1910000000,1,-53.67509999999984,4.607329842931937e-08,65
1950000000,1,-66.0950999999998,4.512820512820513e-08,79
1980000000,1,-20.555099999999946,4.444444444444445e-08,70
1920000000,1,-12.275099999999973,4.5833333333333333e-08,69
1960000000,1,-8.135099999999987,4.489795918367347e-08,76
1930000000,1,4.284899999999972,4.5595854922279794e-08,78
1940000000,1,4.284899999999972,4.536082474226804e-08,78
1970000000,1,4.284899999999972,4.467005076142132e-08,71
1930000000,1,4.284899999999972,4.5595854922279794e-08,73
1940000000,1,4.284899999999972,4.536082474226804e-08,72
1920000000,1,4.284899999999972,4.5833333333333333e-08,78
1960000000,1,4.284899999999972,4.489795918367347e-08,79
1930000000,1,4.284899999999972,4.5595854922279794e-08,69
1930000000,1,4.284899999999972,4.5595854922279794e-08,62
1990000000,1,-20.555099999999946,4.422110552763819e-08,78
1920000000,1,4.284899999999972,4.5833333333333333e-08,61
1940000000,1,-24.695099999999933,4.536082474226804e-08,78
1910000000,1,4.284899999999972,4.607329842931937e-08,65
2000000000,1,-8.135099999999987,4.4e-08,79
1920000000,1,4.284899999999972,4.5833333333333333e-08,68
1980000000,1,4.284899999999972,4.444444444444445e-08,61
1950000000,1,-24.695099999999933,4.512820512820513e-08,74
2000000000,1,0.1448999999999856,4.4e-08,68
1970000000,1,0.1448999999999856,4.467005076142132e-08,79
1930000000,1,4.284899999999972,4.5595854922279794e-08,63
1900000000,1,-16.41509999999996,4.631578947368421e-08,79
1990000000,1,4.284899999999972,4.422110552763819e-08,70
2000000000,1,4.284899999999972,4.4e-08,78
1970000000,1,4.284899999999972,4.467005076142132e-08,74
1960000000,1,4.284899999999972,4.489795918367347e-08,64
1970000000,1,-12.275099999999973,4.467005076142132e-08,62
1990000000,1,-37.11509999999989,4.422110552763819e-08,69
1990000000,1,-32.975099999999905,4.422110552763819e-08,76
1910000000,1,0.1448999999999856,4.607329842931937e-08,80
1940000000,1,4.284899999999972,4.536082474226804e-08,72
1970000000,1,4.284899999999972,4.467005076142132e-08,65
1910000000,1,-8.135099999999987,4.607329842931937e-08,66
2000000000,1,-16.41509999999996,4.4e-08,80
1930000000,1,4.284899999999972,4.5595854922279794e-08,76
1990000000,1,4.284899999999972,4.422110552763819e-08,78
1980000000,1,4.284899999999972,4.444444444444445e-08,72
1980000000,1,4.284899999999972,4.444444444444445e-08,66
1930000000,1,-3.9951000000000008,4.5595854922279794e-08,70
1960000000,1,4.284899999999972,4.489795918367347e-08,70
1920000000,1,4.284899999999972,4.5833333333333333e-08,62
1990000000,1,-20.555099999999946,4.422110552763819e-08,74
1980000000,1,4.284899999999972,4.444444444444445e-08,66
2000000000,1,-3.9951000000000008,4.4e-08,62
1900000000,1,-28.83509999999992,4.631578947368421e-08,75
1910000000,1,0.1448999999999856,4.607329842931937e-08,70
1940000000,1,4.284899999999972,4.536082474226804e-08,79
1930000000,1,4.284899999999972,4.5595854922279794e-08,61
1920000000,1,-24.695099999999933,4.5833333333333333e-08,73
1950000000,1,-3.9951000000000008,4.512820512820513e-08,68
1910000000,1,-3.9951000000000008,4.607329842931937e-08,77
1900000000,1,4.284899999999972,4.631578947368421e-08,76
1930000000,1,4.284899999999972,4.5595854922279794e-08,64
1970000000,1,-12.275099999999973,4.467005076142132e-08,77
1970000000,1,4.284899999999972,4.467005076142132e-08,68
1940000000,1,4.284899999999972,4.536082474226804e-08,71
1940000000,1,4.284899999999972,4.536082474226804e-08,75
1980000000,1,4.284899999999972,4.444444444444445e-08,79
1950000000,1,4.284899999999972,4.512820512820513e-08,78
1980000000,1,4.284899999999972,4.444444444444445e-08,66
1910000000,1,-3.9951000000000008,4.607329842931937e-08,75
1990000000,1,4.284899999999972,4.422110552763819e-08,62
1900000000,1,-20.555099999999946,4.631578947368421e-08,60
1960000000,1,-53.67509999999984,4.489795918367347e-08,61
1960000000,1,-82.65509999999975,4.489795918367347e-08,71
1960000000,1,-70.23509999999979,4.489795918367347e-08,63
1940000000,1,-90.93509999999972,4.536082474226804e-08,60
1940000000,1,-124.05509999999961,4.536082474226804e-08,71
1930000000,1,-111.63509999999965,4.5595854922279794e-08,71
1900000000,1,-99.2150999999997,4.631578947368421e-08,73
1940000000,1,-78.51509999999976,4.536082474226804e-08,68
1970000000,1,-78.51509999999976,4.467005076142132e-08,77
1910000000,1,-41.25509999999988,4.607329842931937e-08,70
1920000000,1,-32.975099999999905,4.5833333333333333e-08,73
1910000000,1,-12.275099999999973,4.607329842931937e-08,60
1990000000,1,-45.395099999999864,4.422110552763819e-08,69
1910000000,1,-41.25509999999988,4.607329842931937e-08,74
2000000000,1,-16.41509999999996,4.4e-08,73
1980000000,1,4.284899999999972,4.444444444444445e-08,71
1960000000,1,4.284899999999972,4.489795918367347e-08,66
1980000000,1,-3.9951000000000008,4.444444444444445e-08,70
1950000000,1,4.284899999999972,4.512820512820513e-08,69
1900000000,1,4.284899999999972,4.631578947368421e-08,74
1960000000,1,4.284899999999972,4.489795918367347e-08,70
1960000000,1,4.284899999999972,4.489795918367347e-08,61
1940000000,1,-24.695099999999933,4.536082474226804e-08,76
1930000000,1,4.284899999999972,4.5595854922279794e-08,61
1910000000,1,-24.695099999999933,4.607329842931937e-08,80
1990000000,1,4.284899999999972,4.422110552763819e-08,79
1920000000,1,4.284899999999972,4.5833333333333333e-08,76
1900000000,1,4.284899999999972,4.631578947368421e-08,61
1920000000,1,-24.695099999999933,4.5833333333333333e-08,62
1910000000,1,-49.53509999999985,4.607329842931937e-08,73
1970000000,1,-28.83509999999992,4.467005076142132e-08,74
1960000000,1,-3.9951000000000008,4.489795918367347e-08,65
1960000000,1,-16.41509999999996,4.489795918367347e-08,77
1980000000,1,4.284899999999972,4.444444444444445e-08,61
2000000000,1,-24.695099999999933,4.4e-08,69
2000000000,1,-20.555099999999946,4.4e-08,62
1940000000,1,-45.395099999999864,4.536082474226804e-08,80
2000000000,1,4.284899999999972,4.4e-08,74
1900000000,1,4.284899999999972,4.631578947368421e-08,68
1900000000,1,4.284899999999972,4.631578947368421e-08,70
1930000000,1,4.284899999999972,4.5595854922279794e-08,80
1970000000,1,4.284899999999972,4.467005076142132e-08,72
1940000000,1,4.284899999999972,4.536082474226804e-08,75
1920000000,1,4.284899999999972,4.5833333333333333e-08,65
1980000000,1,-8.135099999999987,4.444444444444445e-08,71
1940000000,1,4.284899999999972,4.536082474226804e-08,80
1920000000,1,4.284899999999972,4.5833333333333333e-08,69
1950000000,1,4.284899999999972,4.512820512820513e-08,76
1940000000,1,4.284899999999972,4.536082474226804e-08,75
1990000000,1,4.284899999999972,4.422110552763819e-08,67
1930000000,1,0.1448999999999856,4.5595854922279794e-08,78
1980000000,1,4.284899999999972,4.444444444444445e-08,67
2000000000,1,0.1448999999999856,4.4e-08,74
1910000000,1,4.284899999999972,4.607329842931937e-08,73
1960000000,1,4.284899999999972,4.489795918367347e-08,72
